data.set;total.cost;lot.sale.days;overage;mileage;vehicle.type;domestic.import;vehicle.age;vehicle.age.group;color.set;makex;state;make.model
TRAIN;3206;22;NO;68915;ECONOMY;Import;5;FIVE;BLUE;GEO;FL;GEO.METRO
TEST;5372;72;NO;60167;FAMILY.MEDIUM;Domestic;4;FOUR;GOLD;CHEVROLET;TX;CHEVROLET.MALIBU
TRAIN;6018;23;NO;69240;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GOLD;FORD;VA;FORD.TAURUS
TRAIN;1770;4;NO;104045;FAMILY.MEDIUM;Domestic;9;SEVEN+;BLUE;OLDSMOBILE;CA;OLDSMOBILE.CIERA
VALIDATE;4443;3;NO;74223;FAMILY.MEDIUM;Domestic;6;SIX;GOLD;BUICK;GA;BUICK.REGAL
TEST;7457;88;NO;109732;FAMILY.MEDIUM;Import;6;SIX;GREEN;TOYOTA;TX;TOYOTA.AVALON
VALIDATE;3657;65;NO;99664;FAMILY.MEDIUM;Domestic;8;SEVEN+;WHITE;OLDSMOBILE;AZ;OLDSMOBILE.CIERA
TEST;4413;4;NO;77389;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;CHEVROLET;GA;CHEVROLET.LUMINA
TRAIN;4579;6;NO;101109;LUXURY;Domestic;8;SEVEN+;BLUE;OTHER;GA;LINCOLN.TOWN CAR
TRAIN;4422;1;NO;58288;FAMILY.MEDIUM;Domestic;3;ONE-THREE;PURPLE;DODGE;AZ;DODGE.NEON
TRAIN;5523;6;NO;85404;LUXURY;Import;5;FIVE;GOLD;NISSAN;CA;NISSAN.ALTIMA
TRAIN;7192;0;NO;75686;FAMILY.SMALL;Import;4;FOUR;GOLD;MAZDA;CA;MAZDA.626
TEST;4844;5;NO;71868;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;CHRYSLER;TX;CHRYSLER.CIRRUS
TEST;6485;37;NO;79598;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;FORD;FL;FORD.TAURUS
TRAIN;3893;11;NO;92534;FAMILY.MEDIUM;Import;6;SIX;PURPLE;MITSUBISHI;TX;MITSUBISHI.GALANT
TEST;5206;40;NO;95431;LUXURY;Import;8;SEVEN+;RED;TOYOTA;CA;TOYOTA.CAMRY
TRAIN;4327;6;NO;63513;ECONOMY;Domestic;6;SIX;RED;PLYMOUTH;TX;PLYMOUTH.NEON
VALIDATE;5679;16;NO;93286;LUXURY;Import;4;FOUR;SILVER;NISSAN;GA;NISSAN.ALTIMA
TEST;6641;3;NO;89591;LUXURY;Import;7;SEVEN+;GREEN;NISSAN;FL;NISSAN.MAXIMA
TRAIN;4256;3;NO;92791;LUXURY;Domestic;6;SIX;SILVER;OTHER;TX;EAGLE.VISION
TRAIN;5725;0;NO;65306;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;BUICK;CA;BUICK.REGAL
TRAIN;3129;3;NO;100147;FAMILY.MEDIUM;Import;6;SIX;WHITE;MITSUBISHI;AZ;MITSUBISHI.GALANT
VALIDATE;3801;11;NO;99646;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;OLDSMOBILE;AZ;OLDSMOBILE.88
VALIDATE;4164;23;NO;78464;ECONOMY;Domestic;6;SIX;BLUE;PONTIAC;TX;PONTIAC.BONNEVILLE
TRAIN;5590;32;NO;81125;FAMILY.LARGE;Domestic;7;SEVEN+;SILVER;MERCURY;TX;MERCURY.GRAND MARQUIS
TEST;4373;50;NO;70720;FAMILY.SMALL;Domestic;6;SIX;GREEN;FORD;FL;FORD.ESCORT
TRAIN;3610;2;NO;90148;FAMILY.MEDIUM;Domestic;5;FIVE;SILVER;MERCURY;TX;MERCURY.SABLE
TEST;4405;32;NO;92612;FAMILY.SMALL;Import;7;SEVEN+;WHITE;MAZDA;TX;MAZDA.626
TRAIN;4190;20;NO;68482;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;PLYMOUTH;TX;PLYMOUTH.BREEZE
TEST;4344;20;NO;74477;FAMILY.SMALL;Import;6;SIX;GOLD;MAZDA;FL;MAZDA.PROTEGE
TRAIN;4468;40;NO;84515;FAMILY.SMALL;Import;8;SEVEN+;RED;TOYOTA;CA;TOYOTA.COROLLA
TRAIN;4745;17;NO;67368;FAMILY.MEDIUM;Domestic;4;FOUR;GOLD;FORD;CA;FORD.CONTOUR
TRAIN;3798;3;NO;77088;LUXURY;Domestic;6;SIX;GREEN;DODGE;CA;DODGE.INTREPID
TEST;5532;8;NO;67917;FAMILY.LARGE;Domestic;3;ONE-THREE;WHITE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;4719;1;NO;86109;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;CHEVROLET;TX;CHEVROLET.MALIBU
VALIDATE;5099;1;NO;77919;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHEVROLET;GA;CHEVROLET.MALIBU
TRAIN;2494;6;NO;71017;FAMILY.SMALL;Domestic;7;SEVEN+;BLUE;FORD;FL;FORD.ESCORT
TRAIN;3484;1;NO;84914;FAMILY.MEDIUM;Domestic;5;FIVE;BLUE;FORD;CA;FORD.TAURUS
TEST;4176;39;NO;101973;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;OLDSMOBILE;TX;OLDSMOBILE.ACHIEVA
TRAIN;5647;77;NO;29460;ECONOMY;Domestic;3;ONE-THREE;BLUE;FORD;TX;FORD.ESCORT
TEST;5297;30;NO;82171;FAMILY.MEDIUM;Domestic;9;SEVEN+;GREEN;PONTIAC;FL;PONTIAC.BONNEVILLE
TEST;5740;39;NO;65225;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;DODGE;CA;DODGE.STRATUS
VALIDATE;3961;11;NO;99738;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;FORD;CA;FORD.CROWN VICTORIA
TEST;5916;30;NO;81838;LUXURY;Import;8;SEVEN+;PURPLE;HONDA;TX;HONDA.ACCORD
VALIDATE;4186;7;NO;82932;FAMILY.LARGE;Domestic;5;FIVE;BLUE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;5296;4;NO;68071;FAMILY.LARGE;Domestic;6;SIX;SILVER;PONTIAC;FL;PONTIAC.BONNEVILLE
TRAIN;4021;5;NO;85172;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;OLDSMOBILE;AZ;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4187;2;NO;76114;FAMILY.SMALL;Import;7;SEVEN+;BLUE;GEO;FL;GEO.PRIZM
TRAIN;3703;0;NO;68405;FAMILY.MEDIUM;Import;3;ONE-THREE;PURPLE;HYUNDAI;AZ;HYUNDAI.ACCENT
VALIDATE;4394;1;NO;78988;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;FORD;TX;FORD.TAURUS
TRAIN;6651;21;NO;81431;LUXURY;Import;6;SIX;SILVER;TOYOTA;GA;TOYOTA.CAMRY
TRAIN;4848;8;NO;89184;FAMILY.MEDIUM;Domestic;5;FIVE;BLACK;PONTIAC;NM;PONTIAC.GRAND AM
TEST;5691;4;NO;27083;FAMILY.SMALL;Import;2;ONE-THREE;PURPLE;KIA;CA;KIA.SEPHIA
VALIDATE;5167;22;NO;79744;FAMILY.MEDIUM;Domestic;6;SIX;GOLD;PONTIAC;AZ;PONTIAC.SUNFIRE
TRAIN;7190;28;NO;82263;LUXURY;Import;6;SIX;PURPLE;NISSAN;CA;NISSAN.ALTIMA
TRAIN;4898;21;NO;85950;LUXURY;Domestic;7;SEVEN+;GOLD;BUICK;TX;BUICK.ROADMASTER
TEST;5043;20;NO;91865;LUXURY;Import;5;FIVE;GOLD;NISSAN;AZ;NISSAN.ALTIMA
TRAIN;5240;0;NO;64553;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;GA;CHEVROLET.LUMINA
TRAIN;4875;1;NO;65289;FAMILY.SMALL;Import;4;FOUR;WHITE;GEO;CA;GEO.METRO
VALIDATE;4686;6;NO;80506;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;OLDSMOBILE;AZ;OLDSMOBILE.ACHIEVA
TRAIN;5687;7;NO;55744;FAMILY.MEDIUM;Import;5;FIVE;BLACK;NISSAN;AZ;NISSAN.SENTRA
VALIDATE;4944;30;NO;79188;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;FORD;TX;FORD.TAURUS
VALIDATE;4646;53;NO;73128;FAMILY.SMALL;Import;5;FIVE;PURPLE;GEO;CA;GEO.PRIZM
VALIDATE;5900;4;NO;77569;FAMILY.MEDIUM;Domestic;4;FOUR;SILVER;FORD;TX;FORD.TAURUS
TRAIN;5169;22;NO;58180;FAMILY.MEDIUM;Domestic;3;ONE-THREE;BLUE;CHEVROLET;TX;CHEVROLET.MALIBU
TEST;5220;36;NO;91062;FAMILY.LARGE;Domestic;5;FIVE;BLACK;CHRYSLER;VA;CHRYSLER.CONCORDE
TRAIN;6036;3;NO;96977;FAMILY.MEDIUM;Import;5;FIVE;SILVER;NISSAN;AZ;NISSAN.ALTIMA
TRAIN;5684;13;NO;76550;LUXURY;Import;9;SEVEN+;RED;TOYOTA;CA;TOYOTA.CAMRY
TRAIN;3706;1;NO;92403;LUXURY;Domestic;8;SEVEN+;GREEN;DODGE;CA;DODGE.INTREPID
TEST;3784;38;NO;79724;FAMILY.LARGE;Domestic;8;SEVEN+;GREEN;PONTIAC;CA;PONTIAC.GRAND PRIX
TRAIN;4845;25;NO;96807;FAMILY.LARGE;Domestic;6;SIX;BLUE;PONTIAC;CA;PONTIAC.GRAND AM
TRAIN;6172;17;NO;89416;LUXURY;Domestic;5;FIVE;PURPLE;CHRYSLER;CA;CHRYSLER.LHS
TRAIN;4688;17;NO;79297;FAMILY.LARGE;Domestic;4;FOUR;RED;PONTIAC;AZ;PONTIAC.GRAND AM
TEST;5330;3;NO;67893;FAMILY.LARGE;Domestic;2;ONE-THREE;WHITE;OLDSMOBILE;TX;OLDSMOBILE.ALERO
TEST;3160;25;NO;55650;FAMILY.SMALL;Import;5;FIVE;GREEN;KIA;NM;KIA.SEPHIA
TRAIN;5062;42;NO;72625;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;PLYMOUTH;AZ;PLYMOUTH.BREEZE
TEST;5876;74;NO;81168;FAMILY.LARGE;Domestic;8;SEVEN+;SILVER;BUICK;CA;BUICK.LESABRE
TRAIN;4784;45;NO;78867;FAMILY.LARGE;Domestic;7;SEVEN+;GOLD;FORD;AZ;FORD.CROWN VICTORIA
TRAIN;3539;66;NO;95086;LUXURY;Import;7;SEVEN+;RED;NISSAN;FL;NISSAN.SENTRA
TEST;4761;62;NO;70726;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;OLDSMOBILE;GA;OLDSMOBILE.ACHIEVA
VALIDATE;4873;47;NO;62225;FAMILY.MEDIUM;Domestic;3;ONE-THREE;RED;FORD;VA;FORD.CONTOUR
TEST;5171;4;NO;105212;LUXURY;Import;5;FIVE;SILVER;NISSAN;FL;NISSAN.SENTRA
VALIDATE;4084;5;NO;75698;ECONOMY;Domestic;3;ONE-THREE;BLUE;FORD;VA;FORD.ESCORT
TRAIN;4903;7;NO;82777;FAMILY.LARGE;Domestic;7;SEVEN+;WHITE;DODGE;NV;DODGE.INTREPID
TRAIN;5348;25;NO;50497;FAMILY.MEDIUM;Domestic;4;FOUR;PURPLE;FORD;TX;FORD.CONTOUR
VALIDATE;5923;8;NO;78788;FAMILY.SMALL;Import;5;FIVE;BLUE;HONDA;TX;HONDA.CIVIC
TEST;4549;59;NO;90612;FAMILY.LARGE;Domestic;6;SIX;GOLD;BUICK;NM;BUICK.LESABRE
TRAIN;3837;5;NO;92853;LUXURY;Import;7;SEVEN+;BLUE;NISSAN;TX;NISSAN.ALTIMA
VALIDATE;4001;11;NO;71357;ECONOMY;Domestic;5;FIVE;BLUE;PLYMOUTH;FL;PLYMOUTH.NEON
TEST;5138;50;NO;83657;FAMILY.LARGE;Domestic;3;ONE-THREE;WHITE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;5212;22;NO;77563;LUXURY;Domestic;4;FOUR;SILVER;PONTIAC;CA;PONTIAC.BONNEVILLE
TEST;5991;41;NO;95097;LUXURY;Import;6;SIX;SILVER;TOYOTA;TX;TOYOTA.CAMRY
TRAIN;3862;18;NO;77329;FAMILY.SMALL;Domestic;3;ONE-THREE;WHITE;CHEVROLET;NM;CHEVROLET.CAVALIER
TRAIN;5132;21;NO;84835;FAMILY.SMALL;Import;7;SEVEN+;BLACK;TOYOTA;GA;TOYOTA.COROLLA
TRAIN;5574;24;NO;75978;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;FORD;TX;FORD.TAURUS
TRAIN;4575;44;NO;56180;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;BUICK;AZ;BUICK.LESABRE
TRAIN;4046;51;NO;81814;LUXURY;Import;7;SEVEN+;PURPLE;NISSAN;FL;NISSAN.SENTRA
VALIDATE;5013;2;NO;104775;FAMILY.LARGE;Domestic;7;SEVEN+;BLUE;OTHER;FL;LINCOLN.TOWN CAR
TEST;5702;9;NO;90141;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;CADILLAC;AZ;CADILLAC.DEVILLE
TEST;4519;33;NO;89137;FAMILY.LARGE;Domestic;4;FOUR;BLUE;CHEVROLET;AZ;CHEVROLET.LUMINA
TEST;4411;3;NO;41737;LUXURY;Import;6;SIX;WHITE;TOYOTA;FL;TOYOTA.TERCEL
TRAIN;6618;2;NO;50076;FAMILY.MEDIUM;Domestic;2;ONE-THREE;PURPLE;OLDSMOBILE;CA;OLDSMOBILE.ALERO
TRAIN;3787;39;NO;104753;FAMILY.SMALL;Import;6;SIX;GREEN;TOYOTA;CA;TOYOTA.COROLLA
TRAIN;5781;28;NO;33035;ECONOMY;Import;2;ONE-THREE;PURPLE;HYUNDAI;GA;HYUNDAI.ACCENT
TRAIN;4708;46;NO;95879;FAMILY.MEDIUM;Domestic;5;FIVE;PURPLE;BUICK;GA;BUICK.REGAL
VALIDATE;4079;68;NO;66203;FAMILY.SMALL;Domestic;8;SEVEN+;BLUE;OTHER;AZ;EAGLE.VISION
TRAIN;4508;29;NO;30846;ECONOMY;Domestic;3;ONE-THREE;WHITE;FORD;TX;FORD.ESCORT
TRAIN;5109;18;NO;68106;FAMILY.MEDIUM;Domestic;3;ONE-THREE;RED;FORD;TX;FORD.TAURUS
VALIDATE;4152;4;NO;90747;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;FORD;TX;FORD.TAURUS
TRAIN;6421;2;NO;75366;FAMILY.LARGE;Domestic;3;ONE-THREE;SILVER;BUICK;TX;BUICK.LESABRE
VALIDATE;4882;11;NO;86103;FAMILY.LARGE;Domestic;9;SEVEN+;RED;CADILLAC;FL;CADILLAC.DEVILLE
TRAIN;4580;42;NO;86413;FAMILY.LARGE;Domestic;5;FIVE;BLUE;CHEVROLET;CA;CHEVROLET.LUMINA
TRAIN;6565;33;NO;59949;FAMILY.MEDIUM;Domestic;4;FOUR;GOLD;CHEVROLET;AZ;CHEVROLET.MALIBU
TEST;5050;4;NO;62624;FAMILY.SMALL;Domestic;4;FOUR;WHITE;PONTIAC;TX;PONTIAC.GRAND AM
VALIDATE;4056;49;NO;70106;FAMILY.SMALL;Domestic;6;SIX;GREEN;FORD;FL;FORD.ESCORT
TRAIN;6197;77;NO;54231;ECONOMY;Import;4;FOUR;GREEN;TOYOTA;CA;TOYOTA.TERCEL
TRAIN;5684;1;NO;69504;FAMILY.MEDIUM;Domestic;4;FOUR;PURPLE;DODGE;GA;DODGE.STRATUS
TEST;4024;66;NO;75579;FAMILY.MEDIUM;Domestic;6;SIX;RED;FORD;AZ;FORD.CONTOUR
TRAIN;4868;83;NO;93400;LUXURY;Import;6;SIX;BLUE;TOYOTA;FL;TOYOTA.COROLLA
TRAIN;3524;12;NO;73422;FAMILY.SMALL;Domestic;4;FOUR;GREEN;CHEVROLET;CA;CHEVROLET.CAVALIER
TRAIN;4932;4;NO;45561;FAMILY.SMALL;Domestic;4;FOUR;GOLD;CHEVROLET;GA;CHEVROLET.CAVALIER
VALIDATE;5977;46;NO;47468;FAMILY.MEDIUM;Domestic;4;FOUR;RED;FORD;VA;FORD.CONTOUR
TEST;4948;9;NO;75758;FAMILY.MEDIUM;Import;6;SIX;WHITE;MAZDA;TX;MAZDA.626
TRAIN;4895;5;NO;76191;FAMILY.SMALL;Domestic;3;ONE-THREE;PURPLE;CHEVROLET;GA;CHEVROLET.CAVALIER
TEST;4537;21;NO;60707;LUXURY;Domestic;8;SEVEN+;RED;PONTIAC;TX;PONTIAC.BONNEVILLE
TRAIN;4632;23;NO;78101;FAMILY.SMALL;Import;5;FIVE;GREEN;MAZDA;NV;MAZDA.PROTEGE
TEST;4378;73;NO;96434;FAMILY.MEDIUM;Domestic;8;SEVEN+;BLUE;BUICK;TX;BUICK.REGAL
TRAIN;5829;55;NO;67149;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GREEN;PLYMOUTH;TX;PLYMOUTH.BREEZE
VALIDATE;4986;50;NO;65466;FAMILY.MEDIUM;Domestic;5;FIVE;SILVER;FORD;AZ;FORD.TAURUS
TEST;4481;44;NO;87427;FAMILY.SMALL;Import;5;FIVE;SILVER;GEO;CA;GEO.PRIZM
TRAIN;5232;1;NO;48180;ECONOMY;Domestic;3;ONE-THREE;WHITE;FORD;GA;FORD.ESCORT
TRAIN;6554;6;NO;78924;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GOLD;CHEVROLET;GA;CHEVROLET.MALIBU
TEST;4935;2;NO;85890;FAMILY.MEDIUM;Domestic;4;FOUR;SILVER;FORD;FL;FORD.TAURUS
TEST;5812;33;NO;105521;FAMILY.MEDIUM;Import;8;SEVEN+;GOLD;OTHER;AZ;INFINITI.J30
TRAIN;2924;1;NO;73356;FAMILY.LARGE;Domestic;7;SEVEN+;BLUE;PONTIAC;CA;PONTIAC.GRAND PRIX
TRAIN;4444;0;NO;99786;LUXURY;Import;8;SEVEN+;WHITE;TOYOTA;FL;TOYOTA.CAMRY
TEST;4057;48;NO;56032;FAMILY.SMALL;Domestic;3;ONE-THREE;GOLD;MERCURY;NM;MERCURY.TRACER
TRAIN;3706;18;NO;66789;FAMILY.MEDIUM;Import;7;SEVEN+;GREEN;MAZDA;TX;MAZDA.626
TRAIN;3833;10;NO;92516;FAMILY.SMALL;Import;7;SEVEN+;SILVER;NISSAN;CA;NISSAN.SENTRA
TRAIN;5546;3;NO;81140;FAMILY.MEDIUM;Domestic;4;FOUR;SILVER;BUICK;GA;BUICK.CENTURY
TEST;3240;73;NO;90528;LUXURY;Import;7;SEVEN+;GREEN;MAZDA;FL;MAZDA.PROTEGE
TRAIN;5666;3;NO;55524;ECONOMY;Domestic;3;ONE-THREE;WHITE;PONTIAC;GA;PONTIAC.SUNFIRE
TEST;4079;73;NO;84317;ECONOMY;Domestic;5;FIVE;WHITE;DODGE;CA;DODGE.NEON
TRAIN;4297;14;NO;91329;FAMILY.LARGE;Domestic;4;FOUR;WHITE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;6302;84;NO;99524;ECONOMY;Import;5;FIVE;BLACK;NISSAN;TX;NISSAN.SENTRA
VALIDATE;5189;63;NO;40405;FAMILY.SMALL;Domestic;3;ONE-THREE;WHITE;CHEVROLET;CA;CHEVROLET.METRO
VALIDATE;5682;51;NO;70768;FAMILY.MEDIUM;Domestic;5;FIVE;PURPLE;DODGE;AZ;DODGE.STRATUS
TRAIN;5357;52;NO;69930;FAMILY.LARGE;Domestic;5;FIVE;GREEN;MERCURY;AZ;MERCURY.SABLE
TRAIN;4773;15;NO;64770;FAMILY.LARGE;Domestic;8;SEVEN+;GREEN;CHRYSLER;CA;CHRYSLER.CONCORDE
TRAIN;3891;28;NO;67997;ECONOMY;Domestic;6;SIX;PURPLE;DODGE;FL;DODGE.NEON
TEST;4458;9;NO;78544;ECONOMY;Domestic;6;SIX;BLACK;DODGE;CA;DODGE.NEON
VALIDATE;5292;8;NO;69562;FAMILY.SMALL;Domestic;5;FIVE;BLUE;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;6525;43;NO;61914;LUXURY;Import;7;SEVEN+;GOLD;NISSAN;TX;NISSAN.ALTIMA
TRAIN;3874;21;NO;80592;ECONOMY;Domestic;5;FIVE;GREEN;BUICK;VA;BUICK.SKYLARK
TRAIN;3776;16;NO;105672;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;FORD;FL;FORD.TAURUS
TRAIN;5353;41;NO;93541;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHEVROLET;GA;CHEVROLET.LUMINA
VALIDATE;5539;80;NO;83049;FAMILY.LARGE;Domestic;6;SIX;BLACK;CHRYSLER;VA;CHRYSLER.LHS
VALIDATE;4434;0;NO;80421;FAMILY.LARGE;Domestic;4;FOUR;BLUE;CHEVROLET;TX;CHEVROLET.LUMINA
VALIDATE;4427;85;NO;47513;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;CHEVROLET;AZ;CHEVROLET.CORSICA
VALIDATE;5106;9;NO;76925;FAMILY.MEDIUM;Domestic;3;ONE-THREE;SILVER;PLYMOUTH;TX;PLYMOUTH.BREEZE
TEST;4290;6;NO;78460;FAMILY.LARGE;Domestic;5;FIVE;SILVER;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;3530;6;NO;65064;FAMILY.SMALL;Import;4;FOUR;GOLD;KIA;AZ;KIA.SEPHIA
VALIDATE;4848;8;NO;76148;FAMILY.LARGE;Domestic;4;FOUR;PURPLE;CHEVROLET;TX;CHEVROLET.LUMINA
VALIDATE;5700;17;NO;72980;FAMILY.MEDIUM;Domestic;6;SIX;GOLD;BUICK;TX;BUICK.REGAL
TRAIN;5286;58;NO;74482;FAMILY.SMALL;Domestic;3;ONE-THREE;GREEN;BUICK;TX;BUICK.SKYLARK
TRAIN;4472;44;NO;62466;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;BUICK;AZ;BUICK.CENTURY
VALIDATE;6613;88;NO;91305;FAMILY.LARGE;Domestic;7;SEVEN+;PURPLE;BUICK;CA;BUICK.REGAL
TEST;4244;49;NO;87848;ECONOMY;Domestic;6;SIX;GREEN;CHEVROLET;NV;CHEVROLET.CAVALIER
TEST;5860;14;NO;100729;FAMILY.LARGE;Domestic;6;SIX;GREEN;BUICK;GA;BUICK.LESABRE
TRAIN;5789;2;NO;82181;FAMILY.MEDIUM;Domestic;4;FOUR;SILVER;CHRYSLER;VA;CHRYSLER.CONCORDE
TRAIN;6170;28;NO;52247;FAMILY.SMALL;Domestic;2;ONE-THREE;GREEN;PLYMOUTH;NM;PLYMOUTH.NEON
VALIDATE;5359;66;NO;96923;FAMILY.SMALL;Import;5;FIVE;WHITE;NISSAN;CA;NISSAN.SENTRA
TRAIN;5186;28;NO;77055;FAMILY.LARGE;Domestic;5;FIVE;GOLD;FORD;AZ;FORD.TAURUS
TRAIN;5249;2;NO;62850;ECONOMY;Domestic;4;FOUR;RED;DODGE;TX;DODGE.NEON
TEST;3863;17;NO;45411;FAMILY.MEDIUM;Import;3;ONE-THREE;WHITE;HYUNDAI;TX;HYUNDAI.ELANTRA
TEST;4460;14;NO;76416;LUXURY;Domestic;9;SEVEN+;SILVER;BUICK;TX;BUICK.ROADMASTER
VALIDATE;6490;31;NO;73917;LUXURY;Import;5;FIVE;GREEN;HONDA;FL;HONDA.ACCORD
TEST;6104;8;NO;62875;FAMILY.SMALL;Domestic;2;ONE-THREE;RED;PONTIAC;TX;PONTIAC.GRAND AM
VALIDATE;3377;18;NO;76601;ECONOMY;Domestic;5;FIVE;GREEN;FORD;VA;FORD.ESCORT
TEST;4713;70;NO;66447;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;FORD;AZ;FORD.CONTOUR
TRAIN;4065;2;NO;69198;FAMILY.MEDIUM;Domestic;8;SEVEN+;PURPLE;CHRYSLER;CA;CHRYSLER.CONCORDE
TRAIN;4133;70;NO;102879;FAMILY.LARGE;Domestic;9;SEVEN+;SILVER;FORD;FL;FORD.CROWN VICTORIA
TEST;4139;9;NO;65093;LUXURY;Import;7;SEVEN+;BLACK;NISSAN;FL;NISSAN.SENTRA
TRAIN;4090;27;NO;72113;ECONOMY;Domestic;5;FIVE;GREEN;CHEVROLET;VA;CHEVROLET.CAVALIER
VALIDATE;5126;23;NO;69869;FAMILY.SMALL;Domestic;3;ONE-THREE;WHITE;CHEVROLET;TX;CHEVROLET.PRIZM
TRAIN;4698;3;NO;76239;ECONOMY;Import;5;FIVE;WHITE;NISSAN;TX;NISSAN.SENTRA
TRAIN;5516;1;NO;81950;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;CHEVROLET;GA;CHEVROLET.MALIBU
TEST;5193;5;NO;82532;FAMILY.MEDIUM;Domestic;4;FOUR;GOLD;CHEVROLET;FL;CHEVROLET.LUMINA
TEST;5056;7;NO;84491;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;CHRYSLER;VA;CHRYSLER.CIRRUS
VALIDATE;4347;9;NO;52411;FAMILY.MEDIUM;Import;3;ONE-THREE;BLUE;KIA;AZ;KIA.SEPHIA
TRAIN;6143;40;NO;79700;FAMILY.MEDIUM;Domestic;3;ONE-THREE;WHITE;CHEVROLET;VA;CHEVROLET.MALIBU
TRAIN;4130;18;NO;94018;FAMILY.MEDIUM;Domestic;5;FIVE;BLUE;FORD;NV;FORD.TAURUS
TRAIN;6349;86;NO;87121;FAMILY.MEDIUM;Domestic;4;FOUR;RED;FORD;VA;FORD.TAURUS
VALIDATE;5981;55;NO;89452;FAMILY.MEDIUM;Import;9;SEVEN+;GOLD;OTHER;AZ;INFINITI.J30
TRAIN;5937;3;NO;70132;FAMILY.LARGE;Domestic;3;ONE-THREE;WHITE;FORD;CA;FORD.TAURUS
TEST;4299;10;NO;69943;LUXURY;Import;5;FIVE;BLACK;NISSAN;FL;NISSAN.SENTRA
VALIDATE;5140;1;NO;67672;ECONOMY;Domestic;3;ONE-THREE;BLUE;FORD;TX;FORD.ESCORT
TRAIN;1565;10;NO;96915;FAMILY.SMALL;Domestic;9;SEVEN+;WHITE;FORD;AZ;FORD.TEMPO
VALIDATE;3860;15;NO;60279;FAMILY.SMALL;Import;3;ONE-THREE;PURPLE;KIA;CA;KIA.SEPHIA
TRAIN;4689;4;NO;86783;FAMILY.LARGE;Domestic;4;FOUR;WHITE;DODGE;TX;DODGE.INTREPID
TRAIN;4835;8;NO;85532;FAMILY.LARGE;Domestic;4;FOUR;GREEN;PONTIAC;VA;PONTIAC.BONNEVILLE
TRAIN;4595;39;NO;42547;FAMILY.MEDIUM;Import;3;ONE-THREE;BLUE;HYUNDAI;TX;HYUNDAI.ELANTRA
VALIDATE;4307;33;NO;93955;FAMILY.MEDIUM;Domestic;8;SEVEN+;GREEN;BUICK;TX;BUICK.REGAL
TRAIN;4986;17;NO;74819;FAMILY.MEDIUM;Domestic;5;FIVE;RED;MERCURY;TX;MERCURY.SABLE
TRAIN;5140;78;NO;76956;FAMILY.MEDIUM;Domestic;6;SIX;BLUE;OLDSMOBILE;FL;OLDSMOBILE.CUTLASS SUPREME
VALIDATE;4451;4;NO;70519;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;DODGE;FL;DODGE.INTREPID
TEST;5248;7;NO;77426;FAMILY.LARGE;Domestic;5;FIVE;WHITE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;3219;71;NO;66541;FAMILY.SMALL;Import;5;FIVE;BLUE;KIA;CA;KIA.SEPHIA
VALIDATE;3964;0;NO;52858;ECONOMY;Domestic;4;FOUR;PURPLE;FORD;TX;FORD.ESCORT
