Ano,Código,Nome da Disciplina,CH,CR,TU,MF,FA,SF,SE,rga_anonimo,Disciplina,Grupo de Disciplinas,Tipo de Disciplina,Optativa
2012/2,70400727,Programação III,64,4,CC,9.0,0,AP,6,953e38674b87336b3a49fe0f8efafa51ffd33b1e1ae8ecd76bed248d26c3c12e,Programação III,Programação,Computação,Não
2012/2,70400734,Seminários em Computação,64,4,CC,8.5,10,AP,8,953e38674b87336b3a49fe0f8efafa51ffd33b1e1ae8ecd76bed248d26c3c12e,Seminários em Computação,Empreendedorismo,Administração,Não
2012/2,70400733,Trabalho de Curso,192,0,CC,8.0,0,AP,8,953e38674b87336b3a49fe0f8efafa51ffd33b1e1ae8ecd76bed248d26c3c12e,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2018/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,2.98,24,RMF,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2018/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,0.0,52,RMF,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2018/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,1.04,24,RM,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Lógica Digital,Lógica Digital,Computação,Não
2018/1,70400375,Programação I,96,6,CC,5.37,14,AP,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Programação I,Programação,Computação,Não
2018/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,0.0,44,RMF,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2018/2,72100003,CÁLCULO I,96,6,CC,5.25,16,AP,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Cálculo I,Cálculo,Matemática,Não
2018/2,72100020,ESTATISTICA GERAL,64,4,CC,5.03,16,AP,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Estatística Geral,Estatística,Matemática,Não
2018/2,70400382,Estrutura de Dados I,96,6,CC,1.32,52,RMF,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2018/2,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,0.0,77,RMF,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Lógica Digital,Lógica Digital,Computação,Não
2018/2,70400381,Matemática Discreta,64,4,CC,6.47,12,AP,0,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Matemática Discreta,Matemática Discreta,Matemática,Não
2019/1,112700001,Cálculo I,96,6,Indefinido,5.25,16,AE,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Cálculo I,Cálculo,Matemática,Não
2019/1,112700011,Cálculo II,96,6,CC,0.54,54,RMF,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Cálculo II,Cálculo,Matemática,Não
2019/1,112700005,Eletrônica Básica,32,2,CC,6.75,2,AP,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Eletrônica Básica,Eletrônica Básica,Física,Não
2019/1,112700017,Estatística Geral,64,4,Indefinido,5.03,16,AE,3,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Estatística Geral,Estatística,Matemática,Não
2019/1,112700006,Geometria Analítica e Vetorial,64,4,CC,1.44,16,RM,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2019/1,112700007,Introdução ao Eletromagnetismo,64,4,CC,0.0,48,RMF,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Eletromagnetismo,Eletromagnetismo,Física,Não
2019/1,112700004,Introdução à Computação,32,2,Indefinido,5.37,8,AE,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Introdução à Computação,Introdução à Computação,Computação,Não
2019/1,112700024,Linguagens Formais e Autômatos,64,4,CC,1.0,0,RM,4,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2019/1,112700003,Lógica Digital,64,4,CC,5.41,14,AP,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700008,Matemática Discreta,64,4,Indefinido,6.47,12,AE,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Matemática Discreta,Matemática Discreta,Matemática,Não
2019/1,112700002,Programação de Computadores,64,4,Indefinido,5.37,14,AE,1,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Programação I,Programação,Computação,Não
2019/1,112700018,Programação II,64,4,CC,1.67,12,RM,3,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Programação II,Programação,Computação,Não
2019/2,112700012,Arquitetura de Computadores,64,4,CC,0.0,20,RMF,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Arquitetura de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/2,112700011,Cálculo II,96,6,CC,0.0,90,RMF,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Cálculo II,Cálculo,Matemática,Não
2019/2,112700009,Estrutura de Dados I,96,6,CC,1.9,10,RM,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2019/2,112700010,Laboratório de Lógica Digital,32,2,CC,8.29,2,AP,2,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Laboratório de Lógica Digital,Lógica Digital,Computação,Não
2019/2,112700025,Álgebra Linear I,64,4,CC,5.0,16,AP,4,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Álgebra Linear I,Álgebra Linear,Matemática,Não
2020/1,112700029,Cálculo Numérico e Computacional,64,4,CC,0.0,0,RM,5,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Cálculo Numérico,Cálculo Numérico,Matemática,Não
2020/1,112700042,Empreendedorismo,64,4,CC,0.0,0,RM,7,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Empreendedorismo,Empreendedorismo,Administração,Não
2020/1,112700041,Inteligência Artificial,64,4,CC1,0.0,0,RM,7,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Inteligência Artificial,Inteligência Artificial,Computação,Não
2020/1,112700045,Introdução à Computação Gráfica,64,4,CC,0.0,0,RM,7,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Introdução à Computação Gráfica,Computação Gráfica,Computação,Não
2020/1,112700018,Programação II,64,4,CC,0.0,0,RM,3,c4afe87d766a9b370074fba5de53819f57de929b2185716055914f22c9231175,Programação II,Programação,Computação,Não
2012/1,72100003,CÁLCULO I,96,6,Indefinido,0.0,0,AE,2,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Cálculo I,Cálculo,Matemática,Não
2012/1,72100004,CÁLCULO II,96,6,Indefinido,0.0,0,AE,3,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Cálculo II,Cálculo,Matemática,Não
2012/1,72100005,CÁLCULO III,96,6,Indefinido,0.0,0,AE,4,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Cálculo III,Cálculo,Matemática,Não
2012/1,72100007,CÁLCULO NUMÉRICO COMPUTACIONAL,64,4,Indefinido,0.0,0,AE,4,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Cálculo Numérico,Cálculo Numérico,Matemática,Não
2012/1,72100013,ELETRICIDADE E MAGNETISMO,96,6,Indefinido,0.0,0,AE,3,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Eletromagnetismo,Eletromagnetismo,Física,Não
2012/1,72100014,ELETRÔNICA BÁSICA,64,4,Indefinido,0.0,0,AE,0,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Eletrônica Básica,Eletrônica Básica,Física,Não
2012/1,72100020,ESTATISTICA GERAL,64,4,Indefinido,0.0,0,AE,2,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Estatística Geral,Estatística,Matemática,Não
2012/1,72000009,FILOSOFIA E METODOLOGIA CIENTÍFICA,64,4,Indefinido,0.0,0,AE,7,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Filosofia e Metodologia Científica,Filosofia e Metodologia Científica,Pesquisa,Não
2012/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,Indefinido,0.0,0,AE,1,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2012/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,Indefinido,0.0,0,AE,1,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/1,72100025,INFORMÁTICA APLICADA À EDUCAÇÃO,64,4,Indefinido,0.0,0,AE,0,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Informática Aplicada à Educação,Informática Aplicada à Educação,Computação,Sim
2012/1,72000013,LINGUAGEM BRASILEIRA DE SINAIS,64,4,Indefinido,0.0,0,AE,0,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Libras,Libras,Linguagens,Sim
2012/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,Indefinido,0.0,0,AE,1,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Lógica Digital,Lógica Digital,Computação,Não
2012/1,72100029,MECÂNICA,96,6,Indefinido,0.0,0,AE,2,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Mecânica,Mecânica,Física,Não
2012/1,70400375,Programação I,96,6,Indefinido,0.0,0,AE,1,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Programação I,Programação,Computação,Não
2012/1,72000016,Práticas de Leitura e Produção de Textos,96,6,Indefinido,0.0,0,AE,1,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2012/1,72100001,ÁLGEBRA LINEAR I,96,6,Indefinido,0.0,0,AE,5,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Álgebra Linear I,Álgebra Linear,Matemática,Não
2012/1,72100002,ÁLGEBRA LINEAR II,64,4,Indefinido,0.0,0,AE,0,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Álgebra Linear II,Álgebra Linear,Matemática,Não
2013/1,70400727,Programação III,64,4,CC,0.0,64,RMF,6,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Programação III,Programação,Computação,Não
2014/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,0.0,0,RM,3,e1a64d913f692338a2184db7d5c4c9ca27c371e5c6f8888cbf2c8e368f2c4a14,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2015/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,1.4,24,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2015/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,5.0,8,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2015/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,6.1,8,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Lógica Digital,Lógica Digital,Computação,Não
2015/1,70400375,Programação I,96,6,CC,6.3,12,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Programação I,Programação,Computação,Não
2015/1,72000016,Práticas de Leitura e Produção de Textos,96,6,Indefinido,7.9,0,AE,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2015/2,72100003,CÁLCULO I,96,6,EAP,2.0,14,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Cálculo I,Cálculo,Matemática,Não
2015/2,72100020,ESTATISTICA GERAL,64,4,CC,6.2,0,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estatística Geral,Estatística,Matemática,Não
2015/2,70400382,Estrutura de Dados I,96,6,CC,2.3,12,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2015/2,70400381,Matemática Discreta,64,4,CC,4.1,0,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Matemática Discreta,Matemática Discreta,Matemática,Não
2015/2,72100029,MECÂNICA,96,6,CC,0.0,46,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Mecânica,Mecânica,Física,Não
2016/1,72100003,CÁLCULO I,96,6,MAT,0.2,16,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Cálculo I,Cálculo,Matemática,Não
2016/1,70400382,Estrutura de Dados I,96,6,CC,3.45,20,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2016/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,7.0,16,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2016/2,70400711,Arquitetura e Organização de Computadores,96,6,CC,7.0,0,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2016/2,70400718,Banco de Dados,96,6,CC,2.0,22,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Banco de Dados,Banco de Dados,Computação,Não
2016/2,72100003,CÁLCULO I,96,6,CC,7.42,24,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Cálculo I,Cálculo,Matemática,Não
2016/2,70400382,Estrutura de Dados I,96,6,CC,5.9,14,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2016/2,70400717,Programação II,64,4,CC,6.4,16,AP,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Programação II,Programação,Computação,Não
2017/1,72100004,CÁLCULO II,96,6,CC,0.0,86,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Cálculo II,Cálculo,Matemática,Não
2017/1,70400709,Estrutura de Dados II,64,4,CC,0.0,64,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2017/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,0.0,64,RM,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2017/1,70400722,Linguagens Formais e Autômatos,64,4,CC,0.0,52,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2017/2,70400381,Matemática Discreta,64,4,CC,0.0,64,RMF,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Matemática Discreta,Matemática Discreta,Matemática,Não
2019/1,112700012,Arquitetura de Computadores,64,4,Indefinido,7.0,0,AE,2,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Arquitetura de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/1,112700001,Cálculo I,96,6,Indefinido,7.42,24,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Cálculo I,Cálculo,Matemática,Não
2019/1,112700005,Eletrônica Básica,32,2,Indefinido,6.1,8,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Eletrônica Básica,Eletrônica Básica,Física,Não
2019/1,112700017,Estatística Geral,64,4,Indefinido,6.2,0,AE,3,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estatística Geral,Estatística,Matemática,Não
2019/1,112700009,Estrutura de Dados I,96,6,Indefinido,5.9,14,AE,2,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2019/1,112700006,Geometria Analítica e Vetorial,64,4,Indefinido,5.0,8,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2019/1,112700004,Introdução à Computação,32,2,Indefinido,6.3,8,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Introdução à Computação,Introdução à Computação,Computação,Não
2019/1,112700070,Introdução à Sistemas de Informação (Opt),64,4,Indefinido,7.0,16,AE,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Sim
2019/1,112700014,Laboratório de Arquitetura de Computadores,32,2,Indefinido,7.0,0,AE,3,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Laboratório de Arquitetura de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/1,112700010,Laboratório de Lógica Digital,32,2,Indefinido,6.1,8,AE,2,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Laboratório de Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700026,Laboratórios de Organização de Computadores,32,2,Indefinido,7.0,0,AE,5,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Laboratórios de Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/1,112700003,Lógica Digital,64,4,Indefinido,6.1,8,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Lógica Digital,Lógica Digital,Computação,Não
2019/1,112700019,Organização de Computadores,64,4,Indefinido,7.0,0,AE,4,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2019/1,112700002,Programação de Computadores,64,4,Indefinido,6.3,12,AE,1,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Programação I,Programação,Computação,Não
2019/1,112700018,Programação II,64,4,Indefinido,6.4,16,AE,3,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Programação II,Programação,Computação,Não
2019/1,112700022,Programação III,64,4,Indefinido,6.4,16,AE,4,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Programação III,Programação,Computação,Não
2019/1,112700072,Práticas de Leitura de Produção de Textos I (Opt),64,4,Indefinido,7.9,0,AE,0,3fddd11456c6e590d0ad522c6f0187cc178c791e38e7c4c5e11eba9ac5e55be8,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Sim
2016/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,6.0,10,AP,1,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2016/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,6.4,12,AP,1,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2016/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,3.9,20,RM,1,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Lógica Digital,Lógica Digital,Computação,Não
2016/1,70400375,Programação I,96,6,CC,7.9,10,AP,1,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Programação I,Programação,Computação,Não
2016/2,70401086,Arquitetura de Software (optativa),64,4,CC,0.0,60,RMF,0,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Arquitetura de Software,Engenharia de Software,Computação,Sim
2016/2,72100020,ESTATISTICA GERAL,64,4,CC,7.4,4,AP,2,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Estatística Geral,Estatística,Matemática,Não
2016/2,70400382,Estrutura de Dados I,96,6,CC,7.0,10,AP,2,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2016/2,70400381,Matemática Discreta,64,4,CC,5.0,0,AP,2,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Matemática Discreta,Matemática Discreta,Matemática,Não
2016/2,70400717,Programação II,64,4,CC,5.0,8,AP,4,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Programação II,Programação,Computação,Não
2017/1,70400709,Estrutura de Dados II,64,4,CC,2.4,14,RM,3,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2017/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,7.0,0,AP,3,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2017/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC2,6.6,0,AP,1,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Lógica Digital,Lógica Digital,Computação,Não
2017/1,72100029,MECÂNICA,96,6,EA2,1.0,72,RMF,2,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Mecânica,Mecânica,Física,Não
2017/1,70400721,Paradigmas de Linguagem de Programação,64,4,CC,1.46,44,RMF,5,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2017/2,70400718,Banco de Dados,96,6,CC,1.84,52,RMF,4,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Banco de Dados,Banco de Dados,Computação,Não
2017/2,70400716,Engenharia de Software,96,6,CC,0.0,66,RMF,4,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Engenharia de Software,Engenharia de Software,Computação,Não
2017/2,70400709,Estrutura de Dados II,64,4,CC,0.0,48,RMF,3,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2017/2,70400725,Inteligência Artificial,96,6,CC,0.0,96,RMF,6,68046b4db059ff9e2e91559b12b99e8b94942fe39b812bd678a67c6f7340be1b,Inteligência Artificial,Inteligência Artificial,Computação,Não
2010/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,6.5,4,AP,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2010/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,6.2,12,AP,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2010/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,1.2,0,RM,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Lógica Digital,Lógica Digital,Computação,Não
2010/1,70400375,Programação I,96,6,CC,6.1,4,AP,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Programação I,Programação,Computação,Não
2010/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,5.6,6,AP,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2010/2,72100003,CÁLCULO I,96,6,CC,1.7,30,RMF,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Cálculo I,Cálculo,Matemática,Não
2010/2,72100020,ESTATISTICA GERAL,64,4,CC,2.9,15,RM,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Estatística Geral,Estatística,Matemática,Não
2010/2,70400382,Estrutura de Dados I,96,6,CC,0.3,54,RMF,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2010/2,70400381,Matemática Discreta,64,4,CC,1.5,4,RM,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Matemática Discreta,Matemática Discreta,Matemática,Não
2010/2,72100029,MECÂNICA,96,6,CC,0.5,22,RM,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Mecânica,Mecânica,Física,Não
2011/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,5.2,4,AP,3,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2011/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC1,5.85,0,AP,1,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Lógica Digital,Lógica Digital,Computação,Não
2011/2,70400718,Banco de Dados,96,6,CC,0.0,0,RM,4,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Banco de Dados,Banco de Dados,Computação,Não
2011/2,72100003,CÁLCULO I,96,6,CC,0.4,62,RMF,2,4c7b790e2146b42f9d950db773f48c35b63408187e5402aa024e53db67b01446,Cálculo I,Cálculo,Matemática,Não
